Id,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,Crisis,MSSubClass,OverallQual,OverallCond,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,X3SsnPorch,PoolArea,MoSold,YrSold,LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MiscVal,SalePrice,Reforma
671,RL,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,Fin,TA,TA,Y,,,,WD,Normal,Si,60,6,5,1,0,2,1,3,1,7,0,2,0,0,2,2009,64.0,8633.0,2005.0,2005,0.0,193.0,0.0,545.0,738.0,738.0,738.0,0.0,1476.0,2005.0,540.0,100.0,35.0,0.0,0.0,0.0,173500,4
672,RH,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,Gambrel,CompShg,Wd Sdng,Wd Sdng,,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,GasA,TA,N,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,Si,70,6,6,1,0,2,0,3,1,6,0,1,0,0,7,2009,54.0,6629.0,1925.0,1950,0.0,551.0,0.0,121.0,672.0,697.0,672.0,0.0,1369.0,1930.0,300.0,147.0,0.0,0.0,0.0,0.0,103600,59
673,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,,,,WD,Normal,No,20,6,6,1,0,1,1,3,1,6,1,2,0,0,6,2006,,11250.0,1977.0,1977,0.0,767.0,0.0,441.0,1208.0,1208.0,0.0,0.0,1208.0,1977.0,546.0,198.0,42.0,0.0,0.0,0.0,165000,29
674,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,TA,TA,PConc,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,,,,WD,Normal,No,20,6,7,1,0,2,0,3,1,7,2,2,0,0,6,2007,110.0,14442.0,1957.0,2004,106.0,1186.0,0.0,291.0,1477.0,1839.0,0.0,0.0,1839.0,1957.0,416.0,0.0,87.0,0.0,,0.0,257500,3
675,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,20,6,6,1,0,1,0,3,1,5,1,1,0,0,7,2008,80.0,9200.0,1965.0,1965,0.0,892.0,0.0,244.0,1136.0,1136.0,0.0,0.0,1136.0,1965.0,384.0,,0.0,0.0,0.0,0.0,140000,43
676,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,Gable,CompShg,Plywood,Brk Cmn,,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,,,,WD,Normal,Si,160,6,6,0,0,2,1,3,1,7,1,2,0,0,4,2009,,2289.0,1978.0,1978,0.0,311.0,0.0,544.0,855.0,855.0,586.0,0.0,1441.0,1978.0,440.0,28.0,0.0,0.0,0.0,0.0,148500,31
677,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,AsbShng,Stucco,,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasW,Fa,N,SBrkr,TA,Min2,,2Types,Unf,Fa,Fa,N,,,,WD,Normal,No,70,4,2,1,0,2,0,4,2,8,0,3,0,0,5,2006,60.0,9600.0,1900.0,1950,0.0,0.0,0.0,1095.0,1095.0,1095.0,679.0,0.0,1774.0,1920.0,779.0,0.0,0.0,,0.0,0.0,87000,56
678,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Detchd,Unf,Fa,Fa,N,,,,WD,Normal,Si,30,5,8,0,0,1,0,2,1,5,0,1,0,0,5,2009,52.0,9022.0,1924.0,2006,0.0,0.0,0.0,768.0,768.0,792.0,0.0,0.0,792.0,1924.0,240.0,316.0,0.0,,0.0,0.0,109500,3
679,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,,,,New,Partial,Si,20,8,5,0,0,2,1,3,1,7,1,3,0,0,7,2009,80.0,11844.0,2008.0,2008,,0.0,0.0,,2046.0,2046.0,0.0,0.0,2046.0,2008.0,834.0,322.0,82.0,0.0,0.0,0.0,372500,1
680,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,No,20,5,5,1,0,1,0,3,1,5,0,2,0,0,10,2007,,9945.0,1961.0,1961,57.0,827.0,0.0,161.0,988.0,988.0,0.0,0.0,988.0,1963.0,572.0,0.0,0.0,0.0,0.0,0.0,128500,46
681,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,,TA,TA,CBlock,Gd,TA,No,BLQ,BLQ,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,120,6,5,0,0,2,0,2,1,5,1,1,0,0,5,2010,50.0,8012.0,1980.0,1980,0.0,543.0,,261.0,923.0,923.0,0.0,0.0,923.0,1980.0,264.0,80.0,0.0,0.0,0.0,0.0,143000,30
682,RH,Pave,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,Stucco,,TA,TA,BrkTil,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Abnorml,Si,50,5,5,0,0,1,0,3,1,6,0,1,0,0,7,2009,55.0,4500.0,1932.0,2000,0.0,182.0,0.0,611.0,793.0,848.0,672.0,0.0,1520.0,1968.0,281.0,0.0,0.0,,0.0,0.0,159434,9
683,RL,Pave,,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,,,,WD,Normal,Si,120,6,5,1,0,1,0,2,1,6,1,2,0,0,11,2008,,2887.0,1996.0,1997,0.0,1003.0,0.0,288.0,1291.0,1291.0,0.0,0.0,1291.0,1996.0,431.0,307.0,0.0,0.0,0.0,0.0,173000,11
684,RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,,,,WD,Normal,No,20,9,5,1,0,2,0,3,1,7,1,3,0,0,7,2007,90.0,11248.0,2002.0,2002,215.0,1059.0,0.0,567.0,1626.0,1668.0,0.0,0.0,1668.0,2002.0,702.0,257.0,45.0,0.0,0.0,0.0,285000,5
685,RL,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,,Attchd,Fin,TA,TA,Y,,,,WD,Normal,Si,60,7,5,0,0,2,1,4,1,7,0,2,0,0,6,2010,58.0,16770.0,1998.0,1998,30.0,0.0,0.0,1195.0,1195.0,1195.0,644.0,0.0,1839.0,1998.0,486.0,0.0,81.0,0.0,0.0,0.0,221000,12
686,RL,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,,Gd,TA,CBlock,Gd,TA,Mn,GLQ,LwQ,GasA,Gd,Y,SBrkr,Gd,Min1,TA,Attchd,Fin,TA,TA,Y,,,,WD,Normal,No,160,7,5,1,0,2,0,3,1,6,1,2,0,0,9,2007,,5062.0,1984.0,1984,0.0,828.0,,180.0,1190.0,1190.0,900.0,0.0,2090.0,1984.0,577.0,219.0,0.0,0.0,0.0,0.0,207500,23
687,FV,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,Fin,TA,TA,Y,,,,New,Partial,No,60,7,6,0,0,3,0,3,1,7,0,2,0,0,8,2007,84.0,10207.0,2007.0,2007,0.0,0.0,0.0,874.0,874.0,874.0,887.0,0.0,1761.0,2007.0,578.0,144.0,105.0,0.0,0.0,0.0,227875,0
688,FV,Pave,,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,No,160,7,5,0,0,2,1,2,1,4,0,2,0,0,3,2007,,5105.0,2004.0,2004,0.0,239.0,0.0,312.0,551.0,551.0,551.0,0.0,1102.0,2004.0,480.0,0.0,60.0,0.0,0.0,0.0,148800,3
689,RL,Pave,,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,,,,New,Partial,No,20,8,6,1,0,2,0,2,1,7,1,2,0,0,10,2007,60.0,8089.0,2007.0,2007,0.0,945.0,0.0,474.0,1419.0,1419.0,0.0,0.0,1419.0,2007.0,567.0,140.0,0.0,0.0,0.0,0.0,392000,0
690,RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,,,,WD,Normal,No,120,6,5,0,0,2,0,2,1,6,1,2,0,0,6,2007,61.0,7577.0,2005.0,2006,256.0,20.0,0.0,1342.0,1362.0,1362.0,0.0,0.0,1362.0,2005.0,460.0,192.0,28.0,0.0,0.0,0.0,194700,1
691,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,120,6,5,1,0,1,0,1,1,3,1,2,0,0,5,2008,,4426.0,2004.0,2004,147.0,697.0,0.0,151.0,848.0,848.0,0.0,0.0,848.0,2004.0,420.0,149.0,0.0,0.0,0.0,0.0,141000,4
692,RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,WdShngl,HdBoard,HdBoard,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Ex,Attchd,Fin,TA,TA,Y,,,,WD,Normal,No,60,10,6,0,1,3,1,4,1,10,2,3,0,0,1,2007,104.0,,1994.0,1995,,1455.0,0.0,989.0,,,,0.0,,1994.0,832.0,382.0,50.0,0.0,0.0,0.0,755000,12
693,RL,Pave,,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,,,,WD,Normal,No,60,7,5,1,0,2,1,4,1,9,2,2,0,0,4,2006,42.0,,1989.0,1990,293.0,965.0,0.0,245.0,1210.0,1238.0,1281.0,0.0,2519.0,1989.0,628.0,320.0,27.0,0.0,0.0,0.0,335000,16
694,RL,Pave,,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Abnorml,No,30,5,6,0,0,1,0,2,1,4,0,1,0,0,12,2006,60.0,5400.0,1921.0,1968,0.0,0.0,0.0,1073.0,1073.0,1073.0,0.0,0.0,1073.0,1968.0,326.0,0.0,0.0,,0.0,0.0,108480,38
695,RM,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,Fa,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,MnPrv,,WD,Normal,Si,50,5,6,0,0,1,1,3,1,5,0,2,0,0,4,2009,51.0,6120.0,1936.0,1950,0.0,0.0,0.0,927.0,927.0,1067.0,472.0,0.0,1539.0,1995.0,576.0,112.0,0.0,0.0,0.0,0.0,141500,59
696,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,Gd,No,GLQ,LwQ,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,,,,WD,Normal,No,20,6,6,1,0,2,0,2,1,5,1,2,0,0,7,2006,54.0,13811.0,1987.0,1987,72.0,980.0,,92.0,1112.0,1137.0,0.0,0.0,1137.0,1987.0,551.0,125.0,0.0,0.0,0.0,0.0,176000,19
697,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Shng,,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,No,30,5,7,0,0,1,0,2,1,4,0,1,0,0,6,2006,50.0,6000.0,1921.0,1950,0.0,616.0,0.0,0.0,616.0,616.0,0.0,0.0,616.0,1921.0,205.0,0.0,0.0,,0.0,0.0,89000,56
698,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,PConc,Ex,Gd,Mn,LwQ,ALQ,GasA,Fa,Y,FuseA,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,No,20,5,7,0,1,1,0,2,1,6,0,1,0,0,9,2006,57.0,6420.0,1952.0,1952,0.0,210.0,,219.0,980.0,1148.0,0.0,0.0,1148.0,1952.0,308.0,0.0,0.0,0.0,0.0,0.0,123500,54
699,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,,TA,Gd,CBlock,TA,TA,No,GLQ,BLQ,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,,MnPrv,,WD,Normal,Si,20,5,8,1,0,1,0,3,1,5,1,1,0,0,4,2010,65.0,8450.0,1965.0,2009,0.0,553.0,,224.0,894.0,894.0,0.0,0.0,894.0,1973.0,336.0,416.0,144.0,0.0,0.0,0.0,138500,1
700,FV,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,120,7,5,0,0,2,0,2,1,5,0,2,0,0,7,2008,59.0,4282.0,2004.0,2004,0.0,16.0,0.0,1375.0,1391.0,1391.0,0.0,0.0,1391.0,2004.0,530.0,156.0,158.0,0.0,0.0,0.0,196000,4
701,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,,,,WD,Normal,No,20,8,5,1,0,2,0,3,1,7,1,3,0,0,5,2006,85.0,14331.0,2002.0,2002,,1274.0,0.0,526.0,1800.0,1800.0,0.0,0.0,1800.0,2002.0,765.0,270.0,78.0,0.0,0.0,0.0,312500,4
702,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Attchd,Unf,TA,TA,Y,,,,COD,Normal,No,20,7,5,0,0,1,1,3,1,6,0,2,0,0,7,2006,80.0,9600.0,1969.0,1969,168.0,0.0,0.0,1164.0,1164.0,1164.0,0.0,0.0,1164.0,1969.0,528.0,0.0,0.0,0.0,0.0,0.0,140000,37
703,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,BuiltIn,Fin,TA,TA,Y,,,,New,Partial,No,60,8,5,0,0,2,1,4,1,10,1,3,0,0,7,2006,82.0,12438.0,2006.0,2006,,0.0,0.0,1234.0,1234.0,1264.0,1312.0,0.0,2576.0,2006.0,666.0,324.0,100.0,0.0,0.0,0.0,361919,0
704,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,Gd,BrkTil,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Po,Detchd,Unf,TA,TA,N,,MnPrv,,WD,Normal,Si,190,5,9,0,0,2,0,4,2,8,1,2,0,0,5,2010,76.0,7630.0,1900.0,1996,0.0,0.0,0.0,360.0,360.0,1032.0,780.0,0.0,1812.0,1999.0,672.0,344.0,0.0,,0.0,0.0,140000,14
705,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,20,7,5,1,0,2,0,3,1,7,0,2,144,0,5,2010,70.0,8400.0,2004.0,2005,109.0,712.0,0.0,761.0,1473.0,1484.0,0.0,0.0,1484.0,2004.0,606.0,0.0,35.0,0.0,0.0,0.0,213000,5
706,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,Hip,CompShg,VinylSd,Wd Shng,,Fa,Fa,Slab,,,,,,GasA,Fa,N,SBrkr,Fa,Mod,,,,,,N,,,Othr,WD,Normal,Si,190,4,5,0,0,2,0,3,2,7,0,0,0,0,7,2010,70.0,5600.0,1930.0,1950,0.0,0.0,0.0,0.0,,372.0,720.0,0.0,1092.0,,0.0,0.0,0.0,0.0,0.0,,55000,60
707,RL,Pave,,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,Stone,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,,,,WD,Normal,No,20,7,5,1,0,2,0,2,1,5,2,2,0,0,6,2007,,,1971.0,2002,351.0,1219.0,0.0,424.0,1643.0,1824.0,0.0,0.0,1824.0,1971.0,739.0,380.0,48.0,0.0,0.0,0.0,302000,5
708,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,,,,WD,Normal,Si,120,8,5,1,0,2,0,2,1,6,1,2,0,0,12,2009,48.0,6240.0,2006.0,2006,176.0,863.0,0.0,461.0,1324.0,1324.0,0.0,0.0,1324.0,2006.0,550.0,192.0,38.0,0.0,0.0,0.0,254000,3
709,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,,,,New,Partial,No,60,7,5,0,0,2,1,3,1,8,1,2,0,0,7,2007,65.0,9018.0,2007.0,2007,0.0,0.0,0.0,728.0,728.0,728.0,728.0,0.0,1456.0,2007.0,400.0,100.0,24.0,0.0,0.0,0.0,179540,0
710,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkCmn,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Attchd,Unf,TA,TA,Y,,MnPrv,,WD,Abnorml,Si,20,5,7,0,0,1,0,3,1,6,0,1,0,0,12,2008,,7162.0,1966.0,1966,41.0,0.0,0.0,876.0,876.0,904.0,0.0,0.0,904.0,1966.0,408.0,0.0,0.0,0.0,0.0,0.0,109900,42
711,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Maj2,,,,,,N,,,,WD,Normal,Si,30,3,6,0,0,1,0,2,1,5,0,0,0,0,7,2008,56.0,4130.0,1935.0,2003,0.0,0.0,0.0,270.0,270.0,729.0,0.0,0.0,729.0,,0.0,0.0,0.0,0.0,0.0,0.0,52000,5
712,C,Pave,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,,TA,TA,Stone,TA,TA,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,,Detchd,RFn,TA,TA,N,,,,WD,Abnorml,Si,50,4,7,0,0,1,0,2,1,7,0,1,0,0,1,2010,66.0,8712.0,1900.0,1950,0.0,0.0,0.0,859.0,859.0,859.0,319.0,0.0,1178.0,1964.0,384.0,68.0,0.0,,0.0,0.0,102776,60
713,RL,Pave,,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,,,,WD,Normal,Si,120,8,5,1,0,2,0,2,1,5,1,2,0,0,10,2008,40.0,4671.0,1988.0,1989,0.0,767.0,0.0,461.0,1228.0,1228.0,0.0,0.0,1228.0,1988.0,472.0,168.0,120.0,0.0,0.0,0.0,189000,19
714,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasW,TA,N,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,No,190,4,5,1,0,1,0,3,1,6,0,2,0,0,5,2006,60.0,9873.0,1970.0,1970,160.0,789.0,0.0,171.0,960.0,960.0,0.0,0.0,960.0,1970.0,576.0,0.0,,0.0,0.0,0.0,129000,36
715,RL,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,Gable,CompShg,HdBoard,Plywood,BrkFace,Gd,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,60,6,8,0,0,2,1,3,1,6,0,2,0,0,3,2010,,13517.0,1976.0,2005,289.0,533.0,0.0,192.0,725.0,725.0,754.0,0.0,1479.0,1976.0,475.0,0.0,44.0,0.0,0.0,0.0,130500,5
716,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,,MnPrv,,WD,Normal,Si,20,6,5,0,0,2,0,3,1,7,1,2,0,0,8,2009,78.0,10140.0,1974.0,1974,174.0,0.0,0.0,1064.0,1064.0,1350.0,0.0,0.0,1350.0,1974.0,478.0,0.0,0.0,0.0,0.0,0.0,165000,35
